repo_id,repo_name,stars,forks,openrank_25,language,created_at,description,topics,trends
90506918,rapidsai/cudf,9098,962,70.0,C++,2017-05-07,cuDF - GPU DataFrame Library ,"arrow,cpp,cuda,cudf,dask,data-analysis,data-science,dataframe,gpu,pandas,pydata,python,rapids","[72, 68, 70, 71, 75, 71, 70]"
5108051,opencv/opencv,83369,56240,60.0,C++,2012-07-19,Open Source Computer Vision Library,"c-plus-plus,computer-vision,deep-learning,image-processing,opencv","[79, 72, 80, 70, 64, 62, 60]"
631517165,intel/intel-xpu-backend-for-triton,197,68,62.0,MLIR,2023-04-23,OpenAI Triton backend for Intel® GPUs,,"[73, 74, 71, 69, 67, 66, 62]"
615510678,camel-ai/camel,13710,1485,74.0,Python,2023-03-17,🐫 CAMEL: The first and the best multi-agent framework. Finding the Scaling Law of Agents. https://www.camel-ai.org,"agent,ai-societies,artificial-intelligence,communicative-ai,cooperative-ai,deep-learning,large-language-models,multi-agent-systems,natural-language-processing","[47, 56, 70, 81, 82, 82, 74]"
546206616,chroma-core/chroma,21455,1696,72.0,Rust,2022-10-05,Open-source search and retrieval database for AI applications.,"document-retrieval,embeddings,llms","[65, 66, 67, 76, 74, 74, 72]"
390032985,ROCm/composable_kernel,443,220,95.0,C++,2021-07-27,Composable Kernel: Performance Portable Programming Model for Machine Learning Tensor Operators,,"[62, 60, 67, 74, 76, 83, 95]"
66823715,intel/ipex-llm,8178,1365,31.0,Python,2016-08-29,"Accelerate local LLM inference and finetuning (LLaMA, Mistral, ChatGLM, Qwen, DeepSeek, Mixtral, Gemma, Phi, MiniCPM, Qwen-VL, MiniCPM-V, etc.) on Intel XPU (e.g., local PC with iGPU and NPU, discrete GPU such as Arc, Flex and Max); seamlessly integrate with llama.cpp, Ollama, HuggingFace, LangChain, LlamaIndex, vLLM, DeepSpeed, Axolotl, etc.","gpu,llm,pytorch,transformers","[84, 84, 82, 68, 58, 47, 31]"
45717250,tensorflow/tensorflow,191039,74755,39.0,C++,2015-11-07,An Open Source Machine Learning Framework for Everyone,"deep-learning,deep-neural-networks,distributed,machine-learning,ml,neural-network,python,tensorflow","[95, 87, 71, 59, 61, 38, 39]"
793795224,firebase/genkit,2666,338,58.0,TypeScript,2024-04-29,"An open source framework for building AI-powered apps with familiar code-centric patterns. Genkit makes it easy to develop, integrate, and test AI features with observability and evaluations. Genkit works with various models and platforms.","agents,ai,embedders,genkit,llm,machine-learning,multimodal,rag,vector-database","[67, 75, 68, 69, 65, 66, 58]"
515647260,1Panel-dev/1Panel,30455,2660,84.0,Go,2022-07-19,"🔥 1Panel provides an intuitive web interface and MCP Server to manage websites, files, containers, databases, and LLMs on a Linux server.","1panel,cockpit,docker,docker-ui,lamp,linux,lnmp,ollama,webmin","[64, 65, 63, 60, 70, 85, 84]"
239001792,Azure/AgentBaker,125,227,59.0,Go,2020-02-07,"Agent Baker is aiming to provide a centralized, portable k8s agent node provisioning lib as well as rich support on different OS image with optimized k8s binaries.","agent,cloud-init,k8s,os,vhd","[75, 78, 75, 69, 56, 55, 59]"
182849188,delta-io/delta,8188,1884,69.0,Scala,2019-04-22,"An open-source storage framework that enables building a Lakehouse architecture with compute engines including Spark, PrestoDB, Flink, Trino, and Hive and APIs","acid,analytics,big-data,delta-lake,spark","[62, 60, 70, 73, 71, 72, 69]"
946380199,openai/openai-agents-python,13225,2111,72.0,Python,2025-03-11,"A lightweight, powerful framework for multi-agent workflows","agents,ai,framework,llm,openai,python","[64, 73, 70, 60, 72]"
926087200,xinnan-tech/xiaozhi-esp32-server,6054,2048,82.0,Python,2025-02-02,"本项目为xiaozhi-esp32提供后端服务，帮助您快速搭建ESP32设备控制服务器。Backend service for xiaozhi-esp32, helps you quickly build an ESP32 device control server.","dify,esp32,mcp-server,xiaozhi,xiaozhi-ai,xiaozhi-esp32,xiaozhi-server","[17, 57, 85, 94, 82, 82]"
653496050,xorbitsai/inference,8328,722,56.0,Python,2023-06-14,"Replace OpenAI GPT with another LLM in your app by changing a single line of code. Xinference gives you the freedom to use any LLM you need. With Xinference, you're empowered to run inference with any open-source language models, speech recognition models, and multimodal models, whether in the cloud, on-premises, or even on your laptop.","artificial-intelligence,chatglm,deployment,flan-t5,gemma,ggml,glm4,inference,llama,llama3,llamacpp,llm,machine-learning,mistral,openai-api,pytorch,qwen,vllm,whisper,wizardlm","[53, 64, 68, 70, 76, 71, 56]"
464909502,huggingface/optimum-habana,191,265,41.0,Python,2022-03-01,Easy and lightning fast training of 🤗 Transformers on Habana Gaudi processor (HPU),"bert,fine-tuning,habana,hpu,transformers","[90, 82, 72, 63, 52, 44, 41]"
649170660,Mintplex-Labs/anything-llm,47410,4833,49.0,JavaScript,2023-06-04,"The all-in-one Desktop & Docker AI application with built-in RAG, AI agents, No-code agent builder, MCP compatibility,  and more.","ai-agents,custom-ai-agents,deepseek,kimi,llama3,llm,lmstudio,local-llm,localai,mcp,mcp-servers,moonshot,multimodal,no-code,ollama,qwen3,rag,vector-database,web-scraping","[67, 85, 72, 66, 58, 49, 49]"
523007292,openxla/xla,3395,609,51.0,C++,2022-08-09,"A machine learning compiler for GPUs, CPUs, and ML accelerators",,"[68, 68, 71, 61, 59, 59, 51]"
968197216,google-gemini/gemini-cli,66881,6491,391.0,TypeScript,2025-04-17,An open-source AI agent that brings the power of Gemini directly into your terminal.,"gemini,gemini-api","[191, 391]"
638951438,comet-ml/opik,12161,840,69.0,Python,2023-05-10,"Debug, evaluate, and monitor your LLM applications, RAG systems, and agentic workflows with comprehensive tracing, automated evaluations, and production-ready dashboards.","langchain,llama-index,llm,llm-evaluation,llm-observability,llmops,open-source,openai,playground,prompt-engineering","[51, 55, 58, 69, 75, 76, 69]"
222824662,dagger/dagger,14426,770,45.0,Go,2019-11-20,An open-source runtime for composable workflows. Great for AI agents and CI/CD.,"agents,ai,caching,ci-cd,containers,continuous-deployment,continuous-integration,dag,dagger,devops,docker,graphql,workflows","[65, 68, 67, 69, 64, 53, 45]"
736272311,pipecat-ai/pipecat,7359,1139,64.0,Python,2023-12-27,Open Source framework for voice and multimodal conversational AI,"ai,chatbot-framework,chatbots,real-time,voice,voice-assistant","[53, 59, 55, 70, 76, 64, 64]"
866513204,HKUDS/LightRAG,19083,2684,38.0,Python,2024-10-02,"""LightRAG: Simple and Fast Retrieval-Augmented Generation""","genai,gpt,gpt-4,graphrag,knowledge-graph,large-language-models,llm,rag,retrieval-augmented-generation","[54, 64, 73, 73, 66, 44, 38]"
654122609,InternLM/lmdeploy,6819,587,47.0,Python,2023-06-15,"LMDeploy is a toolkit for compressing, deploying, and serving LLMs.","codellama,cuda-kernels,deepspeed,fastertransformer,internlm,llama,llama2,llama3,llm,llm-inference,turbomind","[70, 64, 68, 65, 56, 48, 47]"
975734319,sst/opencode,17071,1060,195.0,Go,2025-04-30,"AI coding agent, built for the terminal.",,"[19, 102, 195]"
575865240,AstrBotDevs/AstrBot,11125,788,73.0,Python,2022-12-08,✨ 易上手的多平台 LLM 聊天机器人及开发框架 ✨ 支持 QQ、QQ频道、Telegram、企微、飞书、钉钉 | 知识库、MCP 服务器、OpenAI、DeepSeek、Gemini、硅基流动、月之暗面、Ollama、OneAPI、Dify,"agent,ai,chatbot,chatgpt,docker,gemini,gpt,llama,llm,mcp,openai,python,qq,qqbot,qqchannel,telegram","[8, 50, 72, 79, 82, 73, 73]"
712225112,Genesis-Embodied-AI/Genesis,26957,2448,46.0,Python,2023-10-31,A generative world for general-purpose robotics & embodied AI learning.,,"[95, 67, 52, 50, 47, 45, 46]"
268163609,qdrant/qdrant,25100,1734,51.0,Rust,2020-05-30,"Qdrant - High-performance, massive-scale Vector Database and Vector Search Engine for the next generation of AI. Also available in the cloud https://cloud.qdrant.io/","ai-search,ai-search-engine,embeddings-similarity,hnsw,image-search,knn-algorithm,machine-learning,mlops,nearest-neighbor-search,neural-network,neural-search,recommender-system,search,search-engine,search-engines,similarity-search,vector-database,vector-search,vector-search-engine","[59, 59, 60, 58, 57, 54, 51]"
33015583,keras-team/keras,63269,19599,40.0,Python,2015-03-28,Deep Learning for humans,"data-science,deep-learning,jax,machine-learning,neural-networks,python,pytorch,tensorflow","[62, 59, 64, 60, 56, 48, 40]"
826168160,docling-project/docling,35169,2386,52.0,Python,2024-07-09,Get your documents ready for gen AI,"ai,convert,document-parser,document-parsing,documents,docx,html,markdown,pdf,pdf-converter,pdf-to-json,pdf-to-text,pptx,tables,xlsx","[52, 54, 53, 58, 66, 60, 52]"
775149161,opea-project/GenAIExamples,662,305,48.0,Shell,2024-03-20,"Generative AI Examples is a collection of GenAI examples such as ChatQnA, Copilot, which illustrate the pipeline capabilities of the Open Platform for Enterprise AI (OPEA) project.","chatqna,codegen,copilot,gaudi2,genai,llms,rag,summarization,tgi,xeon","[54, 57, 53, 59, 59, 54, 48]"
573661753,activepieces/activepieces,16124,2288,71.0,TypeScript,2022-12-03,AI Agents & MCPs & AI Workflow Automation • (280+ MCP servers for AI agents) • AI Automation / AI Agent with MCPs • AI Workflows & AI Agents • MCPs for AI Agents,"ai-agent,ai-agent-tools,ai-agents,ai-agents-framework,mcp,mcp-server,mcp-tools,mcps,n8n-alternative,no-code-automation,workflow,workflow-automation,workflows","[51, 47, 48, 55, 66, 66, 71]"
564072810,Arize-ai/phoenix,6543,511,66.0,Jupyter Notebook,2022-11-09,AI Observability & Evaluation,"agents,ai-monitoring,ai-observability,aiengineering,anthropic,datasets,evals,langchain,llamaindex,llm-eval,llm-evaluation,llmops,llms,openai,prompt-engineering,smolagents","[53, 54, 50, 52, 60, 64, 66]"
656264456,langchain4j/langchain4j,8586,1578,51.0,Java,2023-06-20,Java version of LangChain,"anthropic,chatgpt,chroma,embeddings,gemini,gpt,huggingface,java,langchain,llama,milvus,ollama,onnx,openai,openai-api,pgvector,pinecone,vector-database,weaviate","[64, 54, 54, 48, 52, 54, 51]"
235860204,deepspeedai/DeepSpeed,39603,4500,43.0,Python,2020-01-23,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and effective.","billion-parameters,compression,data-parallelism,deep-learning,gpu,inference,machine-learning,mixture-of-experts,model-parallelism,pipeline-parallelism,pytorch,trillion-parameters,zero","[65, 65, 58, 50, 45, 47, 43]"
205706595,mlrun/mlrun,1564,271,56.0,Python,2019-09-01,"MLRun is an open source MLOps platform for quickly building and managing continuous ML applications across their lifecycle. MLRun integrates into your development and CI/CD environment and automates the delivery of production data, ML pipelines, and online applications.","data-engineering,data-science,experiment-tracking,kubernetes,machine-learning,mlops,mlops-workflow,model-serving,python,workflow","[56, 56, 51, 54, 55, 58, 56]"
979115477,bytedance/deer-flow,15954,2013,37.0,Python,2025-05-07,"DeerFlow is a community-driven Deep Research framework, combining language models with tools like web search, crawling, and Python execution, while contributing back to the open-source community.","agent,agentic,agentic-framework,agentic-workflow,ai,ai-agents,bytedance,deep-research,langchain,langgraph,langmanus,llm,multi-agent,nodejs,podcast,python,typescript","[62, 47, 37]"
924058625,vllm-project/vllm-ascend,950,298,117.0,Python,2025-01-29,Community maintained hardware plugin for vLLM on Ascend,"ascend,inference,llm,llm-serving,llmops,mlops,model-serving,transformer,vllm","[0, 27, 46, 65, 86, 99, 117]"
525592995,invoke-ai/InvokeAI,25630,2628,48.0,TypeScript,2022-08-17,"Invoke is a leading creative engine for Stable Diffusion models, empowering professionals, artists, and enthusiasts to generate and create visual media using the latest AI-driven technologies. The solution offers an industry leading WebUI, and serves as the foundation for multiple commercial products.","ai-art,artificial-intelligence,generative-art,image-generation,img2img,inpainting,latent-diffusion,linux,macos,outpainting,stable-diffusion,txt2img,windows","[60, 58, 58, 55, 47, 47, 48]"
139156354,cvat-ai/cvat,14179,3301,49.0,Python,2018-06-29,"Annotate better with CVAT, the industry-leading data engine for machine learning. Used and trusted by teams at any scale, for data of any scale.","annotation,annotation-tool,annotations,boundingbox,computer-vision,computer-vision-annotation,dataset,deep-learning,image-annotation,image-classification,image-labeling,image-labelling-tool,imagenet,labeling,labeling-tool,object-detection,pytorch,semantic-segmentation,tensorflow,video-annotation","[56, 54, 55, 54, 52, 50, 49]"
60377070,vespa-engine/vespa,6266,654,46.0,Java,2016-06-03,"AI + Data, online. https://vespa.ai","ai,big-data,cpp,java,machine-learning,search-engine,server,serving,serving-recommendation,tensorflow,vector-search,vespa","[49, 53, 55, 56, 59, 48, 46]"
707869465,pytorch/torchtune,5378,660,31.0,Python,2023-10-20,PyTorch native post-training library,,"[61, 60, 50, 50, 54, 42, 31]"
621803253,FlowiseAI/Flowise,42264,21671,49.0,TypeScript,2023-03-31,"Build AI Agents, Visually","agentic-ai,agentic-workflow,agents,artificial-intelligence,chatbot,chatgpt,javascript,langchain,large-language-models,low-code,multiagent-systems,no-code,openai,rag,react,typescript,workflow-automation","[61, 57, 48, 47, 47, 51, 49]"
539057023,NVIDIA/TransformerEngine,2598,471,58.0,Python,2022-09-20,"A library for accelerating Transformer models on NVIDIA GPUs, including using 8-bit floating point (FP8) precision on Hopper, Ada and Blackwell GPUs, to provide better performance with lower memory utilization in both training and inference.","cuda,deep-learning,fp8,gpu,jax,machine-learning,python,pytorch","[43, 42, 55, 58, 58, 54, 58]"
799049436,gpustack/gpustack,3204,324,48.0,Python,2024-05-11,"Simple, scalable AI model deployment on GPU clusters","ascend,cuda,deepseek,distributed-inference,genai,heterogeneous-cluster,inference,llama,llamacpp,llm,llm-inference,llm-serving,local-ai,maas,metal,mindie,openai,qwen,rocm,vllm","[35, 54, 56, 59, 55, 47, 48]"
633262635,onyx-dot-app/onyx,13254,1800,46.0,Python,2023-04-27,Gen-AI Chat for Teams - Think ChatGPT if it had access to your team's unique knowledge.,"ai-chat,chatgpt,enterprise-search,gen-ai,information-retrieval,nextjs,python,rag","[50, 50, 51, 54, 51, 48, 46]"
833306239,containers/ramalama,1961,228,50.0,Python,2024-07-24,"RamaLama is an open-source developer tool that simplifies the local serving of AI models from any source and facilitates their use for inference in production, all through the familiar language of containers.","ai,containers,cuda,hip,inference-server,intel,llamacpp,llm,podman,vllm","[38, 53, 49, 56, 52, 51, 50]"
823430322,FunAudioLLM/CosyVoice,15548,1660,32.0,Python,2024-07-03,"Multi-lingual large voice generation model, providing inference, training and deployment full-stack ability.","audio-generation,cantonese,chatbot,chatgpt,chinese,cosyvoice,cross-lingual,english,fine-grained,fine-tuning,gpt-4o,japanese,korean,multi-lingual,natural-language-generation,python,text-to-speech,tts,voice-cloning","[60, 52, 47, 54, 48, 40, 32]"
633927609,promptfoo/promptfoo,7848,638,47.0,TypeScript,2023-04-28,"Test your prompts, agents, and RAGs. AI Red teaming, pentesting, and vulnerability scanning for LLMs. Compare performance of GPT, Claude, Gemini, Llama, and more. Simple declarative configs with command line and CI/CD integration.","ci,ci-cd,cicd,evaluation,evaluation-framework,llm,llm-eval,llm-evaluation,llm-evaluation-framework,llmops,pentesting,prompt-engineering,prompt-testing,prompts,rag,red-teaming,testing,vulnerability-scanners","[46, 52, 48, 51, 51, 50, 47]"
526514610,dust-tt/dust,1171,148,60.0,TypeScript,2022-08-19,Custom AI assistant platform to speed up your work.,"agents,large-language-models,llm,rust","[44, 45, 45, 51, 53, 59, 60]"
156293205,pytorch/xla,2648,558,48.0,Python,2018-11-05,Enabling PyTorch on XLA Devices (e.g. Google TPU),"compiler,deep-learning,pytorch,xla","[48, 44, 43, 50, 58, 55, 48]"
26783295,Kong/kong,41451,4958,17.0,Lua,2014-11-17,🦍 The Cloud-Native API Gateway and AI Gateway.,"ai,ai-gateway,api-gateway,api-management,apis,artificial-intelligence,cloud-native,devops,kubernetes,kubernetes-ingress,kubernetes-ingress-controller,llm-gateway,llm-ops,luajit,microservice,microservices,nginx,openai-proxy,reverse-proxy,serverless","[79, 76, 47, 38, 33, 22, 17]"
656099147,mem0ai/mem0,37771,3915,54.0,Python,2023-06-20,Universal memory layer for AI Agents; Announcing OpenMemory MCP - local and secure memory management.,"agent,ai,aiagent,application,chatbots,chatgpt,embeddings,llm,long-term-memory,memory,memory-management,python,rag,state-management,vector-database","[31, 31, 35, 39, 60, 55, 54]"
494232964,Dao-AILab/flash-attention,18702,1864,22.0,Python,2022-05-19,Fast and memory-efficient exact attention,,"[30, 30, 30, 36, 30, 25, 22]"
448599559,deepflowio/deepflow,3442,384,41.0,Go,2022-01-16,eBPF Observability - Distributed Tracing and Profiling,"apm,gpu,kubernetes,llm,opentelemetry,wasm,zero-code","[54, 51, 49, 46, 46, 41, 41]"
175592968,volcano-sh/volcano,4859,1176,41.0,Go,2019-03-14,A Cloud Native Batch System (Project under CNCF),"ai,batch-systems,bigdata,gene,golang,hpc,kubernetes,machine-learning,serving,training","[37, 35, 41, 40, 44, 37, 41]"
669331976,flashinfer-ai/flashinfer,3471,411,41.0,C++,2023-07-22,FlashInfer: Kernel Library for LLM Serving,"attention,cuda,distributed-inference,gpu,jit,large-large-models,llm-inference,moe,nvidia,pytorch","[25, 40, 34, 31, 26, 31, 41]"
541798154,Unstructured-IO/unstructured,12226,1010,17.0,HTML,2022-09-26,"Convert documents to structured data effortlessly. Unstructured is open-source ETL solution for transforming complex documents into clean, structured formats for language models.  Visit our website to learn more about our enterprise grade Platform product for production grade workflows, partitioning, enrichments, chunking and embedding.","data-pipelines,deep-learning,document-image-analysis,document-image-processing,document-parser,document-parsing,docx,donut,information-retrieval,langchain,llm,machine-learning,ml,natural-language-processing,nlp,ocr,pdf,pdf-to-json,pdf-to-text,preprocessing","[24, 24, 18, 16, 12, 11, 17]"
357241735,searxng/searxng,20879,2125,28.0,Python,2021-04-12,SearXNG is a free internet metasearch engine which aggregates results from various search services and databases. Users are neither tracked nor profiled.,"hacktoberfest,metasearch,metasearch-engine,python,search,searxng","[30, 32, 37, 33, 37, 32, 28]"
762304524,ComposioHQ/composio,25601,4382,28.0,TypeScript,2024-02-23,Composio equips your AI agents & LLMs with 100+ high-quality integrations via function calling,"agents,ai,ai-agents,aiagents,developer-tools,function-calling,gpt-4,gpt-4o,hacktoberfest,hacktoberfest2024,javascript,js,llm,llmops,mcp,python,remote-mcp-server,sse,typescript","[26, 27, 31, 26, 18, 22, 28]"
314197645,zenml-io/zenml,4782,531,27.0,Python,2020-11-19,ZenML 🙏: MLOps for Reliable AI: from Classical AI to Agents. https://zenml.io.,"ai,automl,data-science,deep-learning,devops-tools,hacktoberfest,llm,llmops,machine-learning,metadata-tracking,ml,mlops,pipelines,production-ready,pytorch,tensorflow,workflow,zenml","[25, 23, 25, 27, 27, 27, 27]"
614765452,Significant-Gravitas/AutoGPT,177470,45920,41.0,Python,2023-03-16,"AutoGPT is the vision of accessible AI for everyone, to use and to build on. Our mission is to provide the tools, so that you can focus on what matters.","ai,artificial-intelligence,autonomous-agents,gpt-4,llama-api,openai,python","[49, 52, 47, 44, 43, 41, 41]"
178976529,bentoml/BentoML,7958,861,9.0,Python,2019-04-02,"The easiest way to serve AI apps and models - Build Model Inference APIs, Job queues, LLM apps, Multi-model pipelines, and more!","ai-inference,deep-learning,generative-ai,inference-platform,llm,llm-inference,llm-serving,llmops,machine-learning,ml-engineering,mlops,model-inference-service,model-serving,multimodal,python","[15, 15, 15, 13, 14, 9, 9]"
662766482,qodo-ai/pr-agent,8560,1009,22.0,Python,2023-07-05,"🚀 PR-Agent (Qodo Merge open-source): An AI-Powered 🤖 Tool for Automated Pull Request Analysis, Feedback, Suggestions and More! 💻🔍","code-review,codereview,coding-assistant,devtools,gpt-4,openai,pull-request,pull-requests","[23, 28, 28, 28, 28, 26, 22]"
631254164,songquanpeng/one-api,26498,5329,5.0,JavaScript,2023-04-22,"LLM API 管理 & 分发系统，支持 OpenAI、Azure、Anthropic Claude、Google Gemini、DeepSeek、字节豆包、ChatGLM、文心一言、讯飞星火、通义千问、360 智脑、腾讯混元等主流模型，统一 API 适配，可用于 key 管理与二次分发。单可执行文件，提供 Docker 镜像，一键部署，开箱即用。LLM API management & key redistribution system, unifying multiple providers under a single API. Single binary, Docker-ready, with an English UI.","api,api-gateway,azure-openai-api,chatgpt,claude,ernie-bot,gemini,gpt,openai,openai-api,proxy","[23, 35, 28, 20, 12, 7, 5]"
599524116,SillyTavern/SillyTavern,17014,3742,38.0,JavaScript,2023-02-09,LLM Frontend for Power Users.,"ai,chat,llm","[49, 50, 47, 51, 45, 38, 38]"
221654678,deepset-ai/haystack,21746,2289,24.0,Python,2019-11-14,"AI orchestration framework to build customizable, production-ready LLM applications. Connect components (models, vector DBs, file converters) to pipelines or agents that can interact with your data. With advanced retrieval methods, it's best suited for building RAG, question answering, semantic search or conversational agent chatbots.","agent,agents,ai,gemini,generative-ai,gpt-4,information-retrieval,large-language-models,llm,machine-learning,nlp,orchestration,python,pytorch,question-answering,rag,retrieval-augmented-generation,semantic-search,summarization,transformers","[30, 32, 34, 36, 33, 24, 24]"
634081686,mlc-ai/mlc-llm,21068,1784,7.0,Python,2023-04-29,Universal LLM Deployment Engine with ML Compilation,"language-model,llm,machine-learning-compilation,tvm","[20, 17, 19, 15, 10, 7, 7]"
612344730,ChatGPTNextWeb/NextChat,85275,61075,8.0,TypeScript,2023-03-10,✨ Light and Fast AI Assistant. Support: Web | iOS | MacOS | Android |  Linux | Windows,"calclaude,chatgpt,claude,cross-platform,desktop,fe,gemini,gemini-pro,gemini-server,gemini-ultra,gpt-4o,groq,nextjs,ollama,react,tauri,tauri-app,vercel,webui","[40, 61, 37, 25, 17, 12, 8]"
28782747,dask/dask,13377,1792,8.0,Python,2015-01-04,Parallel computing with task scheduling,"dask,numpy,pandas,pydata,python,scikit-learn,scipy","[20, 23, 19, 19, 15, 9, 8]"
607441698,lancedb/lancedb,7237,562,18.0,Python,2023-02-28,"Developer-friendly, embedded retrieval engine for multimodal AI. Search More; Manage Less.","approximate-nearest-neighbor-search,image-search,nearest-neighbor-search,recommender-system,search-engine,semantic-search,similarity-search,vector-database","[30, 32, 31, 30, 22, 21, 18]"
672415139,OpenRLHF/OpenRLHF,7565,737,21.0,Python,2023-07-30,"An Easy-to-use, Scalable and High-performance RLHF Framework based on Ray (PPO & GRPO & REINFORCE++ & vLLM & Ray & Dynamic Sampling & Async Agentic RL)","large-language-models,openai-o1,proximal-policy-optimization,raylib,reinforcement-learning,reinforcement-learning-from-human-feedback,transformers,vllm","[35, 39, 47, 44, 34, 25, 21]"
422274596,hpcaitech/ColossalAI,41064,4526,8.0,Python,2021-10-28,"Making large AI models cheaper, faster and more accessible","ai,big-model,data-parallelism,deep-learning,distributed-computing,foundation-models,heterogeneous-training,hpc,inference,large-scale,model-parallelism,pipeline-parallelism","[19, 21, 14, 15, 14, 12, 8]"
778431525,microsoft/graphrag,27021,2806,19.0,Python,2024-03-27,A modular graph-based Retrieval-Augmented Generation (RAG) system,"gpt,gpt-4,gpt4,graphrag,llm,llms,rag","[53, 45, 39, 33, 28, 20, 19]"
46153892,NVIDIA/nccl,3911,975,17.0,C++,2015-11-14,Optimized primitives for collective multi-GPU communication,,"[24, 20, 18, 18, 17, 15, 17]"
547806116,huggingface/text-generation-inference,10386,1221,10.0,Python,2022-10-08,Large Language Model Text Generation Inference,"bloom,deep-learning,falcon,gpt,inference,nlp,pytorch,starcoder,transformer","[46, 53, 37, 29, 26, 19, 10]"
703411624,letta-ai/letta,17623,1843,17.0,Python,2023-10-11,"Letta (formerly MemGPT) is the stateful agents framework with memory, reasoning, and context management.","ai,ai-agents,llm,llm-agent","[35, 25, 24, 25, 22, 17, 17]"
527591471,AUTOMATIC1111/stable-diffusion-webui,155208,28795,9.0,Python,2022-08-22,Stable Diffusion web UI,"ai,ai-art,deep-learning,diffusion,gradio,image-generation,image2image,img2img,pytorch,stable-diffusion,text2image,torch,txt2img,unstable,upscaling,web","[20, 18, 17, 15, 12, 7, 9]"
615882673,lm-sys/FastChat,38932,4733,1.0,Python,2023-03-19,"An open platform for training, serving, and evaluating large language models. Release repo for Vicuna and Chatbot Arena.",,"[16, 16, 8, 5, 3, 3, 1]"
112542515,NVIDIA/cutlass,8169,1363,34.0,C++,2017-11-30,CUDA Templates for Linear Algebra Subroutines,"cpp,cuda,deep-learning,deep-learning-library,gpu,nvidia","[35, 39, 34, 35, 37, 33, 34]"
178075572,kserve/kserve,4413,1226,24.0,Python,2019-03-27,Standardized Serverless ML Inference Platform on Kubernetes,"artificial-intelligence,genai,hacktoberfest,istio,k8s,knative,kserve,kubeflow,kubernetes,llm-inference,machine-learning,mlops,model-interpretability,model-serving,pytorch,service-mesh,sklearn,tensorflow,xgboost","[30, 28, 27, 30, 28, 29, 24]"
819733173,kvcache-ai/Mooncake,3704,338,36.0,C++,2024-06-25,"Mooncake is the serving platform for Kimi, a leading LLM service provided by Moonshot AI.",,"[15, 18, 20, 26, 35, 35, 36]"
176982014,NVIDIA/Megatron-LM,13065,2972,27.0,Python,2019-03-21,Ongoing research training transformer models at scale,"large-language-models,model-para,transformers","[14, 20, 22, 23, 21, 19, 27]"
131619646,dagster-io/dagster,13700,1778,149.0,Python,2018-04-30,"An orchestration platform for the development, production, and observation of data assets.","analytics,dagster,data-engineering,data-integration,data-orchestrator,data-pipelines,data-science,etl,metadata,mlops,orchestration,python,scheduler,workflow,workflow-automation","[179, 174, 169, 170, 170, 160, 149]"
954873280,google/A2A,18825,1891,,TypeScript,2025-03-25,An open protocol enabling communication and interoperability between opaque agentic applications.,"a2a,a2a-mcp,a2a-protocol,a2a-server,agents,generative-ai",[49]
216628419,flyteorg/flyte,6397,738,29.0,Go,2019-10-21,"Scalable and flexible workflow orchestration platform that seamlessly unifies data, ML and analytics stacks.","data,data-analysis,data-science,dataops,declarative,fine-tuning,flyte,golang,grpc,hacktoberfest,kubernetes,kubernetes-operator,llm,machine-learning,mlops,orchestration-engine,production,python,scale,workflow","[42, 40, 44, 37, 39, 33, 29]"
53548867,dbt-labs/dbt-core,11200,1781,25.0,Python,2016-03-10,dbt enables data analysts and engineers to transform their data using the same practices that software engineers use to build applications.,"analytics,business-intelligence,data-modeling,dbt-viewpoint,elt,pypa,slack","[39, 39, 36, 39, 35, 31, 25]"
942114501,camel-ai/owl,17738,2058,8.0,Python,2025-03-03,🦉 OWL: Optimized Workforce Learning for General Multi-Agent Assistance in Real-World Task Automation,"agent,artificial-intelligence,multi-agent-systems,task-automation,web-interaction","[64, 35, 21, 11, 8]"
654124617,open-compass/opencompass,5797,637,24.0,Python,2023-06-15,"OpenCompass is an LLM evaluation platform, supporting a wide range of models (Llama3, Mistral, InternLM2,GPT-4,LLaMa2, Qwen,GLM, Claude, etc) over 100+ datasets.","benchmark,chatgpt,evaluation,large-language-model,llama2,llama3,llm,openai","[33, 29, 32, 37, 38, 32, 24]"
656099147,mem0ai/mem0,37771,3915,54.0,Python,2023-06-20,Universal memory layer for AI Agents; Announcing OpenMemory MCP - local and secure memory management.,"agent,ai,aiagent,application,chatbots,chatgpt,embeddings,llm,long-term-memory,memory,memory-management,python,rag,state-management,vector-database","[31, 31, 35, 39, 60, 55, 54]"
660551251,FoundationAgents/MetaGPT,57666,6935,4.0,Python,2023-06-30,"🌟 The Multi-Agent Framework: First AI Software Company, Towards Natural Language Programming","agent,gpt,llm,metagpt,multi-agent","[17, 17, 20, 13, 11, 8, 4]"
534011733,Farama-Foundation/Gymnasium,9795,1077,5.0,Python,2022-09-08,"An API standard for single-agent reinforcement learning environments, with popular reference environments and related utilities (formerly Gym)","api,gym,reinforcement-learning","[9, 12, 12, 8, 9, 8, 5]"
784181462,ItzCrazyKns/Perplexica,23346,2437,10.0,TypeScript,2024-04-09,Perplexica is an AI-powered search engine. It is an Open source alternative to Perplexity AI,"ai-search-engine,artificial-intelligence,machine-learning,open-source-ai-search-engine,open-source-perplexity-ai,perplexica,perplexity-ai,search-engine,searxng,searxng-copilot","[23, 21, 22, 22, 12, 12, 10]"
